lat,long,url
25.6713392,-100.3155804,https://propiedades.com/inmuebles/departamento-en-venta-juan-ignacio-ramon-monterrey-centro-nuevo_leon-24943437#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=9
25.6836973,-100.3268609,https://propiedades.com/inmuebles/departamento-en-venta-carlos-salazar-monterrey-centro-nuevo_leon-24943441#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=10
25.6713392,-100.3155804,https://propiedades.com/inmuebles/departamento-en-venta-juan-ignacio-ramon-monterrey-centro-nuevo_leon-24943439#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=11
25.7123139,-100.3089405,https://propiedades.com/inmuebles/departamento-en-venta-don-luis-g-sada-del-norte-nuevo_leon-24943438#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=12
25.6770299,-100.3377521,https://propiedades.com/inmuebles/casa-en-venta-carmen-obispado-nuevo_leon-24940889#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=13
25.7123139,-100.3089405,https://propiedades.com/inmuebles/departamento-en-venta-don-luis-g-sada-del-norte-nuevo_leon-24943436#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=14
25.6836973,-100.3268609,https://propiedades.com/inmuebles/departamento-en-venta-carlos-salazar-monterrey-centro-nuevo_leon-24943440#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=15
25.792061,-100.385585,https://propiedades.com/inmuebles/casa-en-venta-barrio-de-la-industria-nuevo_leon-24937854#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=16
25.792061,-100.385585,https://propiedades.com/inmuebles/casa-en-venta-barrio-de-la-industria-nuevo_leon-24937853#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=17
25.5891687,-100.002145,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-cadereyta-jimenez-centro-nuevo_leon-24943352#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=18
25.6560022,-100.4526519,https://propiedades.com/inmuebles/departamento-en-venta-privadas-la-huasteca-nuevo_leon-24779209#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=19
25.6731946,-100.3761083,https://propiedades.com/inmuebles/departamento-en-venta-santa-maria-nuevo_leon-24783653#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=20
25.7032302,-100.1671978,https://propiedades.com/inmuebles/casa-en-venta-valle-de-las-brisas-nuevo_leon-24779249#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=21
25.745489,-100.43528,https://propiedades.com/inmuebles/casa-en-venta-valle-de-cumbres-premier-nuevo_leon-24779274#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=22
25.6970128,-100.3558695,https://propiedades.com/inmuebles/casa-en-venta-las-cumbres-1-sector-nuevo_leon-24779220#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=23
25.4510263,-100.1661746,https://propiedades.com/inmuebles/casa-en-venta-huajuquito-o-los-cavazos-nuevo_leon-24779158#pagina=3&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=24&final=1
25.7330495,-100.2284717,https://propiedades.com/inmuebles/casa-en-venta-cerradas-de-casa-blanca-nuevo_leon-24779224#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=1
25.3909659,-100.1242329,https://propiedades.com/inmuebles/casa-en-venta-bosques-de-san-jose-nuevo_leon-24779206#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=2
25.4510263,-100.1661746,https://propiedades.com/inmuebles/casa-en-venta-huajuquito-o-los-cavazos-nuevo_leon-24779154#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=3
25.744429,-100.3922543,https://propiedades.com/inmuebles/casa-en-venta-hacienda-santa-clara-nuevo_leon-24779205#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=4
25.7356937,-100.3968179,https://propiedades.com/inmuebles/casa-en-venta-cumbres-san-agustin-nuevo_leon-24779152#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=5
25.5945708,-100.2521434,https://propiedades.com/inmuebles/casa-en-venta-encino-real-nuevo_leon-24779135#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=6
25.4510263,-100.1661746,https://propiedades.com/inmuebles/casa-en-venta-huajuquito-o-los-cavazos-nuevo_leon-24779155#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=7
25.5843223,-100.2486087,https://propiedades.com/inmuebles/casa-en-venta-el-fortin-del-huajuco-nuevo_leon-24779186#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=8
25.6939384,-100.3095365,https://propiedades.com/inmuebles/departamento-en-venta-centrika-crisoles-nuevo_leon-24779174#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=9
25.6726685,-100.4547595,https://propiedades.com/inmuebles/casa-en-venta-aurora-nuevo_leon-24779122#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=10
25.4510263,-100.1661746,https://propiedades.com/inmuebles/casa-en-venta-huajuquito-o-los-cavazos-nuevo_leon-24779156#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=11
25.4510263,-100.1661746,https://propiedades.com/inmuebles/casa-en-venta-huajuquito-o-los-cavazos-nuevo_leon-24779157#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=12
25.6930402,-100.3747044,https://propiedades.com/inmuebles/departamento-en-venta-colinas-de-san-jeronimo-sector-lomas-nuevo_leon-24779042#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=13
25.5966404,-100.250111,https://propiedades.com/inmuebles/casa-en-venta-privadas-de-la-fuente-residencial-nuevo_leon-24779098#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=14
25.7461232,-100.4284666,https://propiedades.com/inmuebles/departamento-en-venta-cumbre-allegro-nuevo_leon-24778789#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=15
25.6989455,-100.2866556,https://propiedades.com/inmuebles/casa-en-venta-moderna-nuevo_leon-24789570#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=16
25.6989455,-100.2866556,https://propiedades.com/inmuebles/casa-en-venta-moderna-nuevo_leon-24789571#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=17
25.6351699,-100.2782412,https://propiedades.com/inmuebles/casa-en-venta-contry-nuevo_leon-24781061#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=18
25.7290574,-100.2387257,https://propiedades.com/inmuebles/casa-en-venta-infonavit-los-angeles-sector-dos-nuevo_leon-24779914#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=19
25.6673476,-100.4575698,https://propiedades.com/inmuebles/departamento-en-venta-san-gregorio-nuevo_leon-24779250#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=20
25.6780368,-100.3133067,https://propiedades.com/inmuebles/casa-en-venta-monterrey-centro-nuevo_leon-24779264#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=21
25.6647283,-100.3410182,https://propiedades.com/inmuebles/departamento-en-venta-loma-larga-nuevo_leon-24779199#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=22
25.6394185,-100.3112024,https://propiedades.com/inmuebles/departamento-en-venta-valle-del-mirador-nuevo_leon-24779170#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=23
25.6994429,-100.3413691,https://propiedades.com/inmuebles/casa-en-venta-mitras-centro-nuevo_leon-24778223#pagina=4&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=24&final=1
25.6351699,-100.2782412,https://propiedades.com/inmuebles/casa-en-venta-contry-nuevo_leon-24781061#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=1
25.6994429,-100.3413691,https://propiedades.com/inmuebles/casa-en-venta-mitras-centro-nuevo_leon-24779133#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=2
25.6487463,-100.2049985,https://propiedades.com/inmuebles/casa-en-venta-garza-melo-nuevo_leon-24791102#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=3
25.8006758,-100.1717264,https://propiedades.com/inmuebles/casa-en-venta-triana-nuevo_leon-24791087#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=4
25.7078736,-100.3154111,https://propiedades.com/inmuebles/departamento-en-venta-regina-nuevo_leon-24791076#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=5
25.7759551,-100.2680747,https://propiedades.com/inmuebles/casa-en-venta-hacienda-los-cantu-nuevo_leon-24791051#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=6
25.7121793,-100.2935724,https://propiedades.com/inmuebles/casa-en-venta-burocratas-municipales-1-sector-nuevo_leon-24791085#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=7
